pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
001,11,0.7229961510853893,0.4771885988085752,0.6517732556129495,0.6097636504888898,0.6970279616891067,0.6584550912408363,0.7851894085669191,0.6233398928571384,0.785089540778052,0.5785384508242141,0.8027705612479494,0.703455418361323,1.3033619825487197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13A,A,1.0,1_5,A,13.0,,13A,,,,153668,154228,560,B,2.0,2_10,B,13.0,,,13A,,,696495,696775,280,"OkÃ©, deze die heeft een heel groot vlak aan de onderkant met t- twee armen met allemaal bolletjes",,"Okay, this one which has a very large plane at the bottom with t- two arms with all the little balls",,13A,13A,,,True,,met de twee eh uitsteeksels met bolletjes.,,With the two eh protrusions with spheres.,,,13A-REP,13A-REP,True,153668.0,154228.0,560.0,696470.0,696800.0,330.0,both,both,both
001,12,0.17663720128402416,0.13603900677693484,0.21206274955644758,0.09087323220968548,0.1445965381740898,0.05240339990196663,0.10508024816305873,0.04305913003559066,0.1012243740001238,0.06388426325148161,0.09890665296947652,0.8568774822018628,0.21463933816757164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16A,B,1.0,1_6,B,16.0,,,16A,,,165805,166685,880,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,,"Bovenop is een soort ovaal, zeg maar, soort bovenkant van een soeplepel.",,"On top is a kind of oval, say, kind of top of a soup ladle.",,,,16A,True,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,165805.0,166685.0,880.0,606504.0,606834.0,330.0,both,right,both
001,13,0.7386115519168565,0.23214280854344643,0.47950826834891186,0.43724361213032553,0.7369195586248327,0.5355755786238117,0.6418205224111002,0.5274514411434084,0.5342976850712865,0.46281931176276464,0.3933861470675763,0.4607807381593806,1.6457371299774317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16D,B,1.0,1_6,B,16.0,,,16D,,,178501,179161,660,A,2.0,2_3,A,16.0,,16D,,,,615564,615924,360,,En helemaal linksachter een soort eh armpje.,,And on the far left back a kind of um arm.,,,,16D,True,En aan de achterkant heb je een soort van armpje die een beetje krom staat.,,And at the back you have a kind of little arm that's kind of crooked.,,,16D,,,True,178501.0,179161.0,660.0,615564.0,615924.0,360.0,right,right,right
001,14,0.25570606917396105,0.7094112753623427,0.08920982611096226,0.614365377660773,0.30059195263216953,0.5116531914863107,0.37396241400342195,0.4147147797858255,0.3511679760895853,0.36846180458012423,0.34342366617764575,1.0913489661446187,0.07588058002998155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11A,A,1.0,1_7,A,11.0,,11A,,,,208938,209298,360,B,1.0,1_7,A,11.0,,,11A,,,251028,251588,560,En de andere is een platte uitsteeksel,,And the other is a flat protrusion,,,11A,,,True,,"Ja, en dan is er nog één daarnaast. Naast dat ruitje. Dat is een soort langwerpige balk, toch?",,"Yes, and then there's one next to that - next to that little window. That's kind of an oblong bar, right?",,,,11A,True,208938.0,209298.0,360.0,251028.0,251588.0,560.0,right,right,right
001,15,0.2412870595194762,0.09737902097741276,0.1337199560568425,0.06129146475692738,0.24078239129086468,0.10910074976513212,0.273835602219262,0.15257049489129335,0.2836389712684239,0.16282770044429928,0.2622093916453987,0.4875200790503084,0.630568891867549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11C,A,1.0,1_7,A,11.0,,11C,,,,233771,234397,626,B,2.0,2_6,B,11.0,,,11C,,,649013,649773,760,En dan aan de zijkant zit een uitsteeksel en daar lijkt het alsof er zeg maar een papiertje gevouwen is.,,"And then on the side is a protrusion and there it looks like, say, a piece of paper folded.",,11C,11C,,,True,,Neusje voorop en dan aan de rechterkant het eh omgevouwen papiertje.,,Nose in front and then on the right side the um folded paper.,,,11C,11C,True,233771.0,234397.0,626.0,649013.0,649773.0,760.0,both,both,both
001,16,0.37303041269197357,0.34969242510723814,0.49046118572735564,0.1903264429355602,0.4922212490200263,0.26124566007833044,0.4579462354977887,0.32499853734170203,0.37021188793305454,0.36513322897254774,0.33285239066872846,0.4449945229021278,0.3962811861192225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,B,1.0,1_8,B,8.0,,,08B,,,268281,268941,660,A,1.0,1_8,B,8.0,,08B,,,,290081,290601,520,,met twee ja soort volsprieten die eh weer van die vierkanten op die steeds groter worden.,,with two yes kind of full sprites that eh again of those squares on that get bigger and bigger.,,,08B,08B,True,Dat bovenop is is een ruit met twee vierkanten die...,,That on top is a diamond with two squares that...,,08B,08B,,,True,268281.0,268941.0,660.0,290081.0,290601.0,520.0,both,both,both
001,17,0.6527033930662267,0.21341992674511637,0.5158702152971802,0.11904534420441566,0.5209349027893162,0.10285977819058267,0.4992788943314096,0.08805882631057597,0.44634076405167544,0.0779730805503308,0.3874810481353546,1.5512138841241532,1.0911789515457013,0.3545038788138117,0.16126563033184851,0.1406442026702044,0.1343429550040021,0.13156382379304754,2.3577441476204757,0.5549297771099475,0.5155373181102194,0.5140118145727083,0.47744684192411513,0.42892757707358803,1.425367029606782,08D,B,1.0,1_8,B,8.0,,,08D,,,276021,276221,200,A,2.0,2_13,A,8.0,,08D,,,,721682,722082,400,,En aan de zijkant heb je een arm #voice creaks# die lijkt alsof die een knuffel gaat geven.,,And on the side you have an arm #voice creaks# that looks like it's going to give a hug.,,,08D,,True,en een f- armpje aan de zijkant met daar bovenop een eh ruit,,and an f- arm on the side with an eh window on top of it,,,08D,,,True,275956.0,276286.0,330.0,721682.0,722082.0,400.0,right,left,right_left
001,18,0.5891939548129633,0.37533029027345893,0.20406096596905254,0.6369380847195462,0.25378574171940327,0.780789629968112,0.342509471507808,0.8030219882104727,0.3682297878585034,0.7327562015562336,0.3252830524910543,0.889418123791108,0.562469593797191,0.3027852838847045,0.39526502040252337,0.5234063989615663,0.5036890189505955,0.3696251505024055,1.4403928561759853,0.4317637553361902,0.48512026714963175,0.5855106366647093,0.5957115577222584,0.545995499295139,1.2897971222291054,08E,B,1.0,1_8,B,8.0,,,08E,,,279400,280260,860,A,2.0,2_13,A,8.0,,08E,,,,719876,720296,420,,,,,,,,08E,True,en dan een voetje eronder,,and then a foot underneath,,08E,,,,True,279400.0,280260.0,860.0,719876.0,720296.0,420.0,left,right,left_right
001,19,0.21409768895471198,0.4091970503841288,0.04213822009017623,0.42114114616166193,0.0870183752411295,0.371805475786431,0.08759356449403596,0.2827874960194224,0.07499598399426202,0.2374097642660828,0.06041926617504965,0.1001857698609434,0.3944801549832199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05D,A,1.0,1_11,A,5.0,,05D,,05E,,337323,337643,320,B,2.0,2_16,B,5.0,,,05D,,05E,755214,755634,420,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,Oh ja. #laughs#,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,Oh yes #laughs#,05E,05D,,,True,"Oh, de pinguÃ¯n.",en twee armpjes.,"Oh, the penguin.",and two little arms.,,,05E,05D,True,337318.0,337648.0,330.0,755214.0,755634.0,420.0,both,both,both
001,20,0.21409768895471198,0.4091970503841288,0.04213822009017623,0.42114114616166193,0.0870183752411295,0.371805475786431,0.08759356449403596,0.2827874960194224,0.07499598399426202,0.2374097642660828,0.06041926617504965,0.1001857698609434,0.3944801549832199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05E,A,1.0,1_11,A,5.0,,05D,,05E,,337323,337643,320,B,2.0,2_16,B,5.0,,,05D,,05E,755214,755634,420,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,Oh ja. #laughs#,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,Oh yes #laughs#,05E,05D,,,True,"Oh, de pinguÃ¯n.",en twee armpjes.,"Oh, the penguin.",and two little arms.,,,05E,05D,True,337318.0,337648.0,330.0,755214.0,755634.0,420.0,both,both,both
001,21,0.4699283478338344,0.5894426496458985,0.11236220108412708,0.6174940504431724,0.2637877520630682,0.4776669094519246,0.24830833209559963,0.4128771842594978,0.18818486761244632,0.36124608656865526,0.1354059766692108,1.9055474039324105,0.32681676018000166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05A,A,1.0,1_11,A,5.0,,05A,,,,343321,344281,960,B,1.0,1_11,A,5.0,,,05A,,,368897,369517,620,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,,05A,05A,,,True,,heeft die een een een rechthoekige balk bovenop liggen?,,Does that one have a one rectangular beam on top?,,,,05A,True,343321.0,344281.0,960.0,368897.0,369517.0,620.0,both,right,both
001,22,0.230988670224565,0.2314942690626174,0.27302066485125137,0.2176011961700166,0.33022825711003284,0.16235251906258344,0.24399661050433338,0.21439976698683014,0.21986099977234005,0.36850682357737435,0.23197315346974778,0.7982225139422089,0.08685233563968475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,04B,B,1.0,1_12,B,4.0,,,04B,,,394656,395356,700,A,1.0,1_12,B,4.0,,04B,,,,411515,411795,280,,aan de rechterkant erin.,,on the right side in it.,,,,04B,True,"en die, die, zeg maar, zijn twee rechte platte balken die er aan...",,"and those, those, say, are two straight flat beams attached to...",,,04B,,,True,394656.0,395356.0,700.0,411490.0,411820.0,330.0,right,right,right
001,23,0.23912722374491008,0.2246854026018063,0.22646378865809869,0.2800218627028273,0.20138205855271823,0.2700983583370801,0.2122152006740862,0.27430124033947173,0.23033568837670532,0.2997521420083015,0.2705851262260358,0.16973053338621372,0.2099552830755755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,07B,A,1.0,1_13,A,7.0,,07B,,,,420881,422556,1675,B,2.0,2_8,B,7.0,,,07B,,,663761,663901,140,Ehm omdat hij dus op de helft van de dingen zit een zit een soort van plank.,,Ehm because he's so on half of the things a sits kind of plank.,,07B,07B,,,True,,maar dan daarboven met het bakje bovenop en een soort tafeltje eh naar beneden.,,but up there with the tray on top and a kind of table eh down.,,,07B,07B,True,420881.0,422556.0,1675.0,663666.0,663996.0,330.0,both,both,both
001,24,0.6928870951602434,0.21423095839403458,0.6988736023353509,0.23610523667342953,0.8139813083674614,0.2809542218611631,0.7407506160894507,0.28996678138517346,0.6602294600011435,0.2935937926516722,0.5241203385360226,0.9648484803537624,2.594078766817094,0.7411170491197179,0.7719812842760456,0.6479335070131118,0.5164391088257491,0.39170728535302024,1.0881443363738157,0.3106271951007304,0.45032512002456204,0.4691811322897207,0.43720073135833665,0.3347336419977446,1.8722943292289476,02A,B,1.0,1_14,B,2.0,,,02A,,,449178,449578,400,A,2.0,2_11,A,2.0,,02A,,,,704621,705402,781,,"Deze heeft een eh ja ijshoorntje op de kop, op de bovenkant.",,"This one has an um yes ice cream cone on the head, on the top.",,,,02A,True,Ehm dit is weer eh die rijder de met die eh ijshoorn op de kop.,,Um this is again eh that rider the with that eh ice cream cone on the head.,,02A,,,,True,449178.0,449578.0,400.0,704621.0,705402.0,781.0,left,right,left_right
001,25,0.49784467165559987,0.3616454074363488,0.4139135808336259,0.49477433761274603,0.5454796111700941,0.4656150713235271,0.4593142871841622,0.38132914701935433,0.41377121673640593,0.26553784682027565,0.36066784343674474,1.2157477639727252,0.5963399463211883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14A,A,2.0,2_1,A,14.0,,14A,,,,541800,542300,500,B,3.0,3_16,B,14.0,,,14A,,,903401,903541,140,Eh dit is eh met een bol bovenop,,Eh this is eh with a sphere on top,,14A,14A,,,True,,Dit is degene met de twee armpjes en het bolletje bovenop,,This is the one with the two arms and the little ball on top,,,14A,,True,541800.0,542300.0,500.0,903306.0,903636.0,330.0,both,left,both
001,26,0.4817100066004694,0.4935564317190207,0.19397379115395313,0.7600756709906163,0.08758667840877406,0.813735844060049,0.05162355943705253,0.8627456255297923,0.034884207462757146,0.8910550794710298,0.06378335553511452,1.3633220123712075,0.16417782306626555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14C,A,2.0,2_1,A,14.0,,14C,,,,549281,549701,420,B,3.0,3_16,B,14.0,,,14C,,,905520,906260,740,"en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk",,"and a um um rectangular, yes, rectangular, stretch rectangular beam",,14C,14C,,,True,,en de balk voorop.,,and the beam in front.,,,,14C,True,549281.0,549701.0,420.0,905520.0,906260.0,740.0,both,right,both
001,27,0.3587469470519299,0.21882072432269423,0.23360139960440626,0.33568011771038647,0.37144458560237104,0.2966299081958286,0.3679360423207577,0.21663326119799048,0.3123354202929251,0.15151556853082263,0.2357689262506558,0.6838668253364614,0.8807305852578587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14B,A,2.0,2_1,A,14.0,,14B,,14D,,558111,558491,380,B,3.0,3_16,B,14.0,,,14B,,14D,901671,902111,440,"En dan twee uitstulpsels van de armen,",,"And then two bulges of arms,",,14D,14B,,,True,,Dit is degene met de twee armpjes en het bolletje bovenop,,This is the one with the two arms and the little ball on top,,,14D,14B,True,558111.0,558491.0,380.0,901671.0,902111.0,440.0,both,both,both
001,28,0.3587469470519299,0.21882072432269423,0.23360139960440626,0.33568011771038647,0.37144458560237104,0.2966299081958286,0.3679360423207577,0.21663326119799048,0.3123354202929251,0.15151556853082263,0.2357689262506558,0.6838668253364614,0.8807305852578587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14D,A,2.0,2_1,A,14.0,,14B,,14D,,558111,558491,380,B,3.0,3_16,B,14.0,,,14B,,14D,901671,902111,440,"En dan twee uitstulpsels van de armen,",,"And then two bulges of arms,",,14D,14B,,,True,,Dit is degene met de twee armpjes en het bolletje bovenop,,This is the one with the two arms and the little ball on top,,,14D,14B,True,558111.0,558491.0,380.0,901671.0,902111.0,440.0,both,both,both
001,29,0.48959890391531663,0.37767492251715024,0.5824947274106459,0.30075440721890045,0.5710830653328947,0.23049937015225191,0.5758300135710402,0.18747593818532557,0.5140418953564829,0.17937155391859352,0.4373228619745654,0.9396358454847211,0.979002245861228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09A,B,2.0,2_2,B,9.0,,,09A,,,577893,578153,260,A,3.0,3_1,A,9.0,,09A,,09D,,764222,764402,180,,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,,And then so you have the spoon in the glass and then another um protrusion,,,,09A,True,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.",,"Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,09D,09A,,,True,577858.0,578188.0,330.0,764147.0,764477.0,330.0,both,right,both
001,30,0.49939848247099183,0.4029297508415352,0.30225684333803354,0.37121727795202564,0.3427613371291752,0.2685137198351169,0.25409164314530086,0.20358819458644012,0.23519189803839288,0.18655339955943923,0.23963958358592066,0.9183486033158982,0.6353816807068776,0.6946553119119878,0.630539209796506,0.4286252494256011,0.30598056520914546,0.2077572005950883,0.7288333578876226,0.29989446447165413,0.4401624782651454,0.3508739164938952,0.2603086195850876,0.15823547890323506,0.9014013801635399,09C,B,2.0,2_2,B,9.0,,,09C,,,581067,582301,1234,A,3.0,3_1,A,9.0,,09C,,,,764448,764868,420,,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,,And then so you have the spoon in the glass and then another um protrusion,,,,09C,True,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.",,"Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,09C,,,,True,581067.0,582301.0,1234.0,764448.0,764868.0,420.0,left,right,left_right
001,31,0.30203988847451,0.22638907273946046,0.24237237791189528,0.16500272305283997,0.3237496081158262,0.1335986808579576,0.34587886942284024,0.08745238635317605,0.3331956345077395,0.07357029281756852,0.28109957923162904,1.1860897070351772,0.22607972964801093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16A,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,B,3.0,3_8,B,16.0,,,16A,,,819049,819289,240,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,Ja.,Ik heb degene die met de ovaalvormige aan de bovenkant en aan de linkerkant en verder nog twee uitsteeksels.,Yes.,I have the one with the oval at the top and on the left side and two more protrusions.,,,,16A,True,606504.0,606834.0,330.0,819004.0,819334.0,330.0,both,right,both
001,32,0.4086018200604187,0.2562692961572991,0.2894606050949815,0.35606097567722617,0.3418580212612722,0.3273530597286513,0.34402469621578047,0.2845650124179659,0.3361310748318304,0.2670335734303127,0.32799807009476795,0.32049284988693966,1.4519746059279968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16C,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,B,3.0,3_8,B,16.0,,,16C,,,819927,820207,280,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,Ja.,Ik heb degene die met de ovaalvormige aan de bovenkant en aan de linkerkant en verder nog twee uitsteeksels.,Yes.,I have the one with the oval at the top and on the left side and two more protrusions.,,,16C,,True,606504.0,606834.0,330.0,819902.0,820232.0,330.0,both,left,both
